Loan no,Dependents,Graduate,Self_employed,bnf_income,co_bnf_income,loan_amt,loan_term,cred_hist,property_worth,property_area,loan_status
2590,2,1,0,1515,10974,14000,240,0,439000,2,1
2591,3,1,1,11784,3078,108000,60,1,375000,2,1
2592,3,0,1,12695,16558,50000,120,1,438000,0,0
2593,1,1,0,10796,3307,106000,240,1,402000,0,1
2594,4,1,1,15098,15669,53000,240,0,452000,0,0
2595,1,0,1,5956,2229,55000,60,1,79000,0,1
2596,3,1,0,1468,15625,65000,180,0,272000,0,0
2597,5,0,1,6684,5264,38000,120,1,374000,2,1
2598,4,0,1,13124,16258,58000,180,1,43000,2,1
2599,4,0,0,1112,1471,101000,180,1,405000,1,0
2600,5,1,0,123,10582,144000,240,1,338000,0,0
2601,1,0,0,11128,820,15000,240,0,326000,1,0
2602,0,1,0,12754,15651,35000,240,1,245000,0,1
2603,4,1,0,1276,11131,49000,120,1,486000,0,0
2604,4,0,1,2435,5485,52000,240,1,279000,0,0
2605,2,1,1,9034,6713,73000,180,1,337000,1,1
2606,4,0,1,5141,587,72000,120,0,298000,1,0
2607,1,0,1,17774,14357,27000,60,1,11000,1,1
2608,5,1,1,5444,4221,72000,180,1,433000,0,1
2609,5,1,0,832,6133,71000,120,0,427000,1,0
2610,5,1,1,15968,2145,118000,240,0,452000,2,1
2611,0,1,0,10316,7693,1000,180,1,191000,1,1
2612,1,1,0,4820,2725,80000,120,1,419000,1,1
2613,2,1,0,13069,1234,48000,120,0,421000,1,1
2614,2,0,0,6249,1823,145000,60,0,386000,1,0
2615,1,1,1,17723,11061,123000,60,1,484000,1,1
2616,3,0,1,19403,18298,35000,120,1,219000,2,1
2617,4,1,1,1575,4430,47000,60,0,448000,1,0
2618,3,1,1,6604,16851,80000,60,0,10000,0,0
2619,0,1,1,10596,16534,102000,60,1,410000,2,1
2620,4,1,1,13063,4933,12000,180,1,101000,2,1
2621,5,0,0,15783,19097,17000,180,1,42000,0,0
2622,5,0,1,6247,16161,108000,180,0,271000,0,0
2623,1,1,1,10225,4811,144000,180,0,387000,2,1
2624,1,1,1,5737,6978,37000,60,0,479000,0,1
2625,2,0,1,8396,762,32000,60,1,61000,1,1
2626,0,0,0,11615,15584,72000,180,1,148000,0,1
2627,2,0,1,14996,5572,135000,120,0,289000,0,0
2628,2,0,0,1334,17122,114000,120,0,295000,2,1
2629,3,0,1,11288,4298,129000,180,1,173000,1,1
2630,0,1,1,7386,18616,86000,60,0,183000,1,1
2631,5,0,0,9185,5988,143000,120,1,77000,0,0
2632,4,0,1,3575,9322,10000,60,1,148000,1,1
2633,2,0,1,15506,7767,68000,60,0,47000,1,1
2634,0,0,0,10531,3211,24000,180,1,403000,2,1
2635,0,1,0,10319,8196,60000,60,1,322000,0,1
2636,0,0,1,6554,6673,14000,240,1,97000,2,1
2637,3,1,1,5986,578,74000,60,0,485000,2,1
2638,0,0,0,6761,16265,38000,120,1,435000,2,1
2639,2,0,0,6171,11534,75000,60,0,417000,0,0
2640,0,1,1,18767,2534,149000,120,1,140000,0,1
2641,2,0,0,16983,17218,90000,180,0,310000,0,0
2642,1,1,0,1696,1370,43000,120,0,260000,0,0
2643,5,0,1,8613,10979,104000,240,1,363000,1,1
2644,3,1,0,16331,3815,81000,240,0,52000,1,0
2645,2,0,1,11588,6367,26000,60,1,428000,1,1
2646,4,0,0,2110,3192,77000,180,0,491000,2,0
2647,5,0,1,3889,3734,116000,120,0,178000,2,0
2648,5,1,0,7976,5835,58000,240,1,20000,1,1
2649,2,1,0,14271,3895,143000,120,0,93000,2,1
2650,3,0,1,9759,1713,91000,240,1,204000,1,1
2651,3,0,1,16806,6926,112000,180,1,336000,1,1
2652,3,1,1,9219,11034,39000,240,0,366000,1,0
2653,2,0,1,13057,8028,107000,60,1,309000,2,1
2654,0,0,0,6978,13738,120000,180,1,288000,2,1
2655,3,0,0,3667,6856,15000,60,1,98000,1,0
2656,2,0,0,17245,12015,7000,120,1,449000,1,1
2657,4,1,0,18569,11604,25000,60,1,416000,1,1
2658,1,0,0,2538,855,115000,180,0,128000,2,1
2659,5,1,0,8037,17650,138000,120,0,450000,0,0
2660,5,0,1,4347,7389,81000,180,0,79000,2,0
2661,1,0,1,8858,3736,115000,60,0,140000,0,0
2662,3,1,0,12670,11908,3000,240,1,181000,0,0
2663,5,0,0,9554,5937,26000,180,1,286000,2,1
2664,3,0,0,4390,9607,81000,120,0,236000,0,0
2665,4,1,0,9400,6422,53000,240,1,291000,1,1
2666,3,0,1,15114,847,25000,180,1,82000,1,1
2667,5,0,0,5746,12156,147000,180,0,142000,1,0
2668,2,0,0,18283,5158,76000,60,0,49000,0,0
2669,4,1,1,13358,6095,91000,180,1,51000,2,1
2670,5,1,0,7259,10156,1000,240,1,148000,2,1
2671,3,1,0,16256,1727,80000,180,1,238000,1,1
2672,4,0,1,10332,3367,143000,240,1,209000,0,0
2673,4,1,0,4235,569,18000,120,0,241000,2,0
2674,3,0,0,19462,16896,78000,180,1,213000,1,0
2675,5,1,1,9470,9017,68000,240,0,130000,0,0
2676,0,1,1,3597,3083,139000,120,0,232000,1,1
2677,5,1,1,15392,478,107000,240,0,499000,0,0
2678,4,1,1,3074,4326,88000,120,1,281000,2,1
2679,3,1,0,16622,11166,50000,240,0,248000,0,0
2680,2,1,0,12120,293,17000,120,0,466000,1,1
2681,2,0,1,9827,2267,145000,120,1,469000,1,1
2682,0,0,0,10249,17837,148000,120,0,288000,1,0
2683,2,0,1,15546,11318,118000,180,1,245000,1,1
2684,0,1,0,18490,6847,105000,60,1,289000,2,1
2685,0,1,1,15120,11042,103000,60,0,479000,0,1
2686,5,0,0,6332,8599,35000,180,0,219000,1,0
2687,3,1,1,4044,9564,14000,180,0,420000,2,1
2688,3,0,0,10867,726,105000,180,0,157000,1,0
2689,2,1,0,8003,6841,117000,120,1,345000,1,1
2690,0,1,0,8924,1083,46000,120,0,94000,2,1
2691,4,0,1,4598,12672,120000,180,1,294000,1,1
2692,0,0,0,19818,18489,141000,240,1,137000,2,1
2693,0,0,1,8127,8441,143000,60,1,47000,0,1
2694,3,0,1,8465,8741,83000,60,1,439000,1,1
2695,4,0,0,9324,2149,4000,180,0,153000,1,0
2696,1,1,0,3079,2670,30000,240,0,353000,2,1
2697,2,0,0,3594,17199,47000,60,1,151000,2,1
2698,0,1,0,18887,11409,16000,180,1,462000,2,1
2699,0,0,0,11173,17699,46000,120,0,157000,0,0
2700,1,0,1,18263,717,146000,60,0,162000,2,1
2701,1,0,0,3982,8606,101000,60,0,485000,1,0
2702,2,1,0,2988,15348,50000,120,1,91000,1,1
2703,2,1,1,8158,710,145000,180,1,310000,0,1
2704,3,0,1,19211,9506,141000,180,0,335000,2,0
2705,3,1,0,10234,15388,115000,180,1,254000,1,1
2706,2,0,1,211,19283,43000,60,1,472000,0,1
2707,0,0,0,13367,11438,42000,60,0,380000,2,1
2708,0,1,1,16889,783,143000,120,1,392000,2,1
2709,0,0,0,8639,11088,148000,240,1,60000,1,1
2710,2,0,0,4052,489,13000,60,1,388000,1,1
2711,4,1,1,148,9613,141000,240,1,473000,1,1
2712,3,0,0,15002,19401,128000,180,0,270000,1,0
2713,3,0,0,1684,19227,72000,60,1,324000,1,0
2714,5,1,0,3114,3493,49000,60,1,365000,0,0
2715,0,1,1,5853,12589,31000,180,0,274000,1,1
2716,3,1,0,15242,2038,59000,60,0,16000,2,0
2717,4,1,1,10226,3372,74000,180,1,193000,1,1
2718,4,0,1,16083,3722,116000,60,1,442000,0,0
2719,1,0,0,17982,2439,116000,120,0,114000,0,0
2720,3,0,0,6636,11317,47000,60,1,221000,0,0
2721,4,0,1,1464,2793,57000,180,0,114000,2,0
2722,3,1,1,8212,7789,146000,180,0,129000,0,0
2723,1,0,1,2280,13996,39000,240,1,438000,0,1
2724,3,0,0,13443,566,43000,120,1,96000,0,0
2725,4,0,1,15912,1357,27000,120,0,476000,1,0
2726,0,1,1,5106,5339,107000,240,0,15000,1,1
2727,1,1,1,8142,4608,28000,60,1,419000,0,1
2728,4,1,0,11002,19966,137000,60,1,99000,2,1
2729,4,1,0,6953,2437,144000,240,0,370000,1,0
2730,2,0,0,10618,8592,38000,240,0,107000,2,1
2731,5,0,1,6601,3130,142000,120,1,464000,2,1
2732,3,0,1,16285,3972,98000,60,1,240000,2,1
2733,3,1,0,8771,6002,45000,180,1,119000,0,0
2734,3,1,1,2842,15777,9000,60,0,299000,0,0
2735,5,0,1,3924,18949,19000,60,1,353000,2,1
2736,5,0,0,13629,1815,33000,120,0,99000,0,0
2737,3,1,0,15174,6186,87000,60,1,307000,1,1
2738,3,0,0,2342,2707,93000,120,1,276000,2,1
2739,1,1,1,18865,17026,6000,120,0,225000,1,1
2740,4,0,1,4560,8021,78000,180,1,353000,1,1
2741,2,0,0,6339,9334,70000,120,0,426000,1,0
2742,2,1,1,10804,8866,104000,180,0,60000,0,1
2743,5,1,0,7842,11716,50000,120,0,17000,1,0
2744,2,0,1,8942,4501,27000,240,0,223000,2,1
2745,3,1,0,12433,6997,43000,60,0,95000,2,0
2746,2,0,0,10848,6107,131000,120,1,423000,0,1
2747,2,0,1,3153,17235,94000,240,1,210000,1,1
2748,0,0,1,4693,13727,4000,240,1,385000,1,1
2749,2,1,1,17481,2168,53000,240,0,242000,1,1
2750,5,0,1,6089,9538,61000,240,1,383000,1,1
2751,0,1,1,17416,18601,27000,240,0,323000,2,1
2752,5,0,1,2663,78,61000,180,1,183000,2,1
2753,0,0,1,11178,3237,11000,180,1,335000,0,1
2754,4,0,0,3154,10572,128000,60,0,434000,0,0
2755,5,1,0,6138,8600,117000,240,1,381000,2,1
2756,5,1,1,7303,18453,96000,60,0,236000,1,0
2757,1,1,0,950,7348,12000,180,0,433000,2,1
2758,3,0,0,9313,14310,116000,240,0,116000,0,0
2759,5,0,1,7576,1378,138000,60,0,405000,1,0
2760,2,1,0,3135,5495,76000,180,1,226000,1,1
2761,4,1,1,3028,853,40000,120,1,272000,2,1
2762,5,1,1,9923,2477,68000,120,1,430000,2,1
2763,2,0,0,10109,8671,20000,180,0,274000,1,0
2764,4,1,0,5757,1933,58000,240,1,43000,0,0
2765,0,0,1,556,3624,35000,240,0,167000,0,0
2766,2,1,1,3175,11763,132000,120,0,193000,0,1
2767,4,0,1,3683,12219,50000,60,1,400000,1,1
2768,5,0,1,5425,4772,126000,180,1,231000,1,1
2769,3,1,1,6702,12163,40000,180,0,203000,0,0
2770,2,0,0,16799,4961,33000,180,0,285000,1,0
2771,2,1,0,907,950,42000,240,0,54000,0,0
2772,0,0,1,9648,12285,49000,120,1,320000,2,1
2773,1,1,0,18187,8271,44000,180,1,254000,0,1
2774,4,0,0,5474,4719,48000,180,1,430000,2,1
2775,2,1,1,3928,19266,141000,180,1,196000,0,1
2776,1,1,1,9877,555,135000,120,1,233000,2,1
2777,5,1,1,8282,12491,62000,120,1,65000,0,1
2778,5,0,1,1261,18414,27000,240,1,66000,1,1
2779,2,1,0,6485,904,67000,120,0,226000,1,1
2780,2,0,0,1211,4344,102000,120,1,275000,1,1
2781,2,0,1,17908,2664,109000,120,0,230000,2,1
2782,4,0,1,2589,16255,53000,60,0,153000,2,0
2783,1,1,1,3435,2019,9000,60,1,39000,0,1
2784,0,0,1,4515,5216,14000,240,1,199000,2,1
2785,0,1,1,9144,4492,112000,120,0,38000,1,1
2786,2,0,1,3958,8185,136000,240,0,324000,1,1
2787,0,1,0,1004,14307,8000,240,1,7000,0,1
2788,3,0,0,1556,2293,48000,180,1,417000,0,0
2789,4,0,0,8360,16591,47000,60,1,37000,2,1
2790,1,0,1,11423,11878,107000,120,0,67000,2,1
2791,1,1,1,43,9676,54000,180,1,350000,1,1
2792,0,0,0,3607,12409,142000,180,0,102000,2,1
2793,5,0,1,683,9249,62000,120,0,333000,1,0
2794,2,1,1,11107,5062,78000,240,0,458000,0,1
2795,5,0,0,8929,7092,132000,120,0,415000,1,0
2796,3,0,0,9239,3527,65000,240,0,144000,2,0
2797,3,0,0,15785,4897,28000,120,0,195000,1,0
2798,2,0,0,12882,11,80000,60,1,272000,1,1
2799,4,1,0,16713,12681,57000,120,1,438000,0,0
2800,0,0,0,17287,4779,23000,180,0,45000,1,0
2801,2,1,1,17778,5063,50000,120,0,398000,2,1
2802,1,1,1,9214,5756,17000,180,1,239000,0,1
2803,3,1,1,10821,14760,49000,60,0,209000,2,1
2804,0,1,1,7739,11909,59000,180,1,344000,0,1
2805,1,1,1,19191,11804,58000,120,1,358000,0,1
2806,4,0,0,12127,18003,13000,60,0,477000,0,0
2807,3,1,1,7319,12135,90000,180,0,407000,0,0
2808,5,1,1,11821,8906,33000,240,1,396000,0,1
2809,1,0,0,11823,701,31000,240,1,366000,2,1
2810,3,1,1,18544,7838,101000,180,1,51000,2,1
2811,0,1,0,11273,10093,44000,60,0,304000,1,1
2812,1,0,0,17242,12707,21000,240,1,218000,1,1
2813,1,0,1,3379,9243,42000,180,0,218000,2,1
2814,5,1,0,8207,1537,7000,180,0,212000,1,0
2815,1,0,1,6278,5812,83000,120,1,407000,2,1
2816,5,1,0,10307,3020,119000,120,1,3000,0,0
2817,0,1,0,2051,4798,7000,180,1,69000,1,1
2818,0,1,0,18912,10226,34000,240,1,35000,1,1
2819,5,1,0,11934,10862,4000,180,0,280000,2,0
2820,1,1,1,3820,11382,142000,120,1,420000,1,1
2821,0,1,0,8575,13949,76000,240,1,488000,0,1
2822,4,1,1,18155,5116,57000,180,1,270000,2,1
2823,5,0,1,12645,10333,63000,60,1,379000,0,0
2824,0,0,1,160,3013,144000,240,0,212000,1,0
2825,2,0,0,10702,807,55000,120,1,414000,0,1
2826,2,1,1,1017,893,114000,180,1,140000,2,1
2827,2,1,0,13909,11385,65000,120,1,367000,0,1
2828,3,1,1,14604,10227,12000,180,1,34000,0,1
2829,2,1,0,1754,9630,134000,180,0,418000,1,1
2830,4,1,1,15547,8072,106000,120,0,223000,2,1
2831,2,0,0,8680,14413,72000,120,0,267000,2,1
2832,0,1,1,1055,19083,30000,120,1,272000,1,1
2833,0,1,1,3282,16855,88000,120,1,196000,2,1
2834,1,0,0,3300,10116,83000,180,1,67000,0,1
2835,4,0,1,10783,8090,40000,240,1,348000,2,1
2836,2,1,1,1872,14383,61000,240,0,397000,2,1
2837,5,0,1,13512,1915,52000,60,1,396000,2,1
2838,4,0,0,138,3979,69000,120,0,101000,1,0
2839,4,1,1,9470,12116,30000,180,0,429000,0,0
2840,1,0,1,3480,7282,73000,60,0,352000,2,1
2841,3,1,0,3728,18537,104000,120,0,86000,2,0
2842,3,1,0,3273,19884,124000,120,1,445000,2,1
2843,5,1,0,11021,14912,86000,60,0,386000,2,0
2844,4,1,1,7156,6783,142000,120,1,399000,2,1
2845,0,1,1,9383,4370,86000,60,0,76000,0,1
2846,1,0,0,1951,1129,37000,180,0,405000,2,1
2847,4,1,0,1496,6716,59000,240,0,186000,2,0
2848,4,0,0,7300,4464,106000,240,1,21000,2,1
2849,2,0,0,201,6011,46000,180,1,191000,2,1
2850,0,0,0,19921,2681,103000,60,0,347000,1,0
2851,5,0,1,9296,8855,142000,120,1,121000,0,0
2852,3,0,0,1487,1400,42000,60,1,336000,2,1
2853,1,1,1,13945,15134,49000,120,1,443000,1,1
2854,4,1,0,19845,8551,125000,120,0,51000,1,0
2855,1,0,1,12264,15029,102000,180,0,462000,2,1
2856,0,1,1,11388,17690,8000,60,0,423000,0,1
2857,5,0,0,1950,3402,113000,240,1,222000,2,1
2858,3,1,0,1190,9201,149000,120,0,2000,0,0
2859,1,0,1,5049,14316,51000,60,1,458000,2,1
2860,2,1,0,4410,10959,5000,180,0,89000,2,1
2861,3,1,1,2144,1246,79000,120,0,400000,1,0
2862,0,0,1,5603,5419,102000,240,1,49000,1,1
2863,4,1,1,3327,9577,79000,240,1,339000,0,1
2864,3,0,1,4954,8548,37000,180,1,225000,1,1
2865,4,0,0,8943,12050,64000,120,1,54000,0,0
2866,4,1,0,11920,12217,86000,60,1,239000,2,1
2867,1,0,1,4890,12492,63000,60,0,47000,0,0
2868,4,0,1,5936,3577,44000,240,1,32000,2,1
2869,2,0,1,1692,814,14000,60,0,183000,1,1
2870,5,0,0,803,7064,3000,240,0,283000,2,0
2871,1,0,1,3757,6311,4000,60,0,462000,2,1
2872,3,1,1,4405,17028,109000,180,1,430000,1,1
2873,5,0,1,6590,10993,34000,180,0,321000,1,0
2874,1,1,0,5176,9206,144000,240,0,4000,0,0
2875,1,1,1,6690,7395,135000,180,0,223000,2,1
2876,4,0,1,3400,18156,118000,120,1,349000,1,1
2877,3,0,1,559,12427,42000,60,0,62000,1,0
2878,0,1,0,6446,7158,141000,180,1,227000,2,1
2879,0,1,0,6564,5084,14000,180,1,20000,1,1
2880,4,1,0,4680,13070,39000,60,0,292000,2,0
2881,1,0,1,17516,13603,27000,120,1,285000,1,1
2882,4,1,0,8040,13453,137000,180,1,496000,0,0
2883,2,0,1,7075,15264,99000,120,0,225000,0,0
2884,2,0,0,2171,4411,74000,120,1,213000,2,1
2885,2,0,1,13208,12243,61000,120,0,368000,2,1
2886,0,0,0,3213,16487,42000,120,1,349000,1,1
2887,4,0,1,468,10132,143000,240,0,457000,2,0
2888,4,0,1,17803,5976,77000,180,0,220000,0,0
2889,2,1,0,10746,4679,84500,120,1,349000,0,1
2890,3,1,0,4008,7299,92000,240,0,226000,2,0
2891,1,1,0,430,16111,46000,180,1,401000,2,1
2892,3,0,0,4835,7197,21000,120,0,230000,2,0
2893,2,0,1,2554,12321,138000,240,1,394000,1,1
2894,0,1,0,1097,6834,90000,240,1,167000,2,1
2895,0,0,1,11854,19484,111000,180,0,491000,0,0
2896,2,1,1,8055,10423,133000,120,1,134000,1,1
2897,0,1,0,4104,17080,100000,240,1,275000,0,1
2898,5,0,1,4322,15388,131000,60,0,185000,1,0
2899,4,1,0,8084,10364,133000,120,1,228000,2,1
2900,4,0,1,11897,6982,42000,120,0,184000,1,0
2901,2,1,1,15125,10484,49000,60,0,144000,1,1
2902,5,0,0,9034,15291,116000,240,0,154000,1,0
2903,4,1,1,7172,9282,76000,240,0,287000,0,0
2904,3,0,1,10533,3103,140000,240,1,305000,0,0
2905,1,0,1,19384,19444,42000,240,0,160000,1,1
2906,5,0,0,19294,6846,29000,240,1,332000,2,1
2907,5,1,1,11783,4886,103000,120,0,488000,0,0
2908,1,0,1,13110,9258,29000,60,0,484000,2,1
2909,5,1,0,5163,1416,128000,60,1,351000,0,0
2910,1,0,0,7931,904,120000,240,1,486000,0,1
2911,1,0,1,15335,3187,3000,180,0,401000,2,1
2912,3,0,1,4174,7045,99000,240,1,168000,1,1
2913,3,0,0,4299,2199,83000,120,1,113000,1,0
2914,2,1,0,15173,15758,50000,60,1,299000,0,1
2915,4,1,0,13942,680,143000,60,1,244000,0,0
2916,1,0,0,6034,10560,135000,60,1,180000,1,1
2917,5,0,0,5947,8218,75000,180,0,117000,1,0
2918,5,0,1,18595,10685,48000,240,0,220000,0,0
2919,2,0,1,2439,7322,56000,120,1,335000,2,1
2920,4,0,0,10763,13792,30000,240,1,237000,1,0
2921,4,0,1,418,12512,57000,60,1,39000,0,0
2922,4,0,1,5473,7185,37000,60,0,107000,0,0
2923,4,1,1,7283,15073,65000,120,1,291000,2,1
2924,4,0,1,135,7868,15000,180,1,100000,0,0
2925,3,0,1,1128,6280,90000,240,1,427000,2,1
2926,5,1,0,9229,1791,45000,120,0,115000,0,0
2927,1,0,1,5238,16295,1000,240,1,406000,0,1
2928,2,1,1,5814,5570,124000,180,1,313000,2,1
2929,2,0,1,29,9225,39000,240,1,315000,1,1
2930,5,0,1,7834,1036,72000,60,0,413000,0,0
2931,0,0,0,11695,492,146000,180,0,201000,0,0
2932,1,0,0,6413,15699,45000,60,1,441000,2,1
2933,1,0,1,14354,7598,62000,180,1,324000,0,1
2934,4,1,1,17824,5843,45000,120,0,462000,2,1
2935,3,1,0,5860,900,141000,240,0,298000,0,0
2936,2,0,1,15878,6851,19000,60,0,269000,0,0
2937,5,0,1,19166,14418,112000,60,0,234000,2,0
2938,1,0,1,2586,1924,115000,180,0,186000,2,1
2939,4,0,0,14492,12183,2000,120,0,199000,0,0
2940,3,0,0,8734,4442,7000,240,1,336000,2,1
2941,0,1,0,15067,15720,147000,120,0,200000,0,0
2942,0,0,0,9030,1727,52000,60,0,410000,2,1
2943,4,0,1,12515,8609,102000,120,0,241000,0,0
2944,2,0,1,14966,8214,117000,60,0,458000,1,1
2945,1,1,0,1702,4502,147000,180,1,57000,2,1
2946,0,0,0,2377,11965,74000,120,0,455000,2,1
2947,0,0,1,3881,12080,34000,180,0,411000,2,1
2948,2,0,0,2387,19142,4000,120,1,211000,0,1
2949,2,0,1,899,15157,21000,240,1,462000,0,1
2950,3,1,0,12712,18215,39000,60,1,373000,2,1
2951,2,1,1,12515,7432,46000,60,1,452000,1,1
2952,2,0,0,5246,17904,73000,60,1,460000,2,1
2953,5,1,1,7286,14547,33000,120,0,385000,2,1
2954,5,0,0,3504,13405,140000,240,0,57000,1,0
2955,0,0,1,9224,5890,131000,60,0,108000,0,0
2956,5,0,0,16484,19980,45000,60,1,423000,0,0
2957,2,1,0,3467,10162,73000,180,0,483000,2,1
2958,4,1,0,8047,10609,56000,120,0,44000,0,0
2959,0,0,0,9142,1320,149000,60,1,420000,1,1
2960,5,0,1,10071,16775,114000,120,1,493000,0,0
2961,3,0,1,18831,14918,2000,180,0,211000,2,0
2962,0,0,0,4473,12489,29000,120,1,45000,0,1
2963,5,1,1,5131,10811,118000,240,0,157000,1,0
2964,5,0,0,6987,4450,20000,180,1,239000,1,0
2965,0,1,0,3540,12442,75000,120,0,152000,2,1
2966,5,0,0,14852,13985,8000,60,1,339000,1,0
2967,1,0,1,11276,2958,44000,120,1,81000,0,1
2968,1,1,1,9146,13232,30000,240,0,266000,2,1
2969,4,0,0,12145,10060,99000,60,1,327000,1,0
2970,3,1,0,8396,5478,48000,240,1,133000,1,1
2971,2,1,0,1089,13864,54000,120,1,494000,1,1
2972,3,0,0,4641,6139,37000,60,0,322000,1,0
2973,0,1,0,5759,10572,30000,60,1,247000,0,1
2974,1,0,0,8752,18140,39000,240,1,344000,1,1
2975,0,1,1,6423,18086,53000,240,1,33000,1,1
2976,1,1,1,11553,16479,123000,60,1,316000,1,1
2977,0,1,1,5566,7905,65000,120,0,344000,1,1
2978,4,0,1,7090,825,51000,60,0,316000,0,0
2979,3,0,0,12796,7286,109000,240,0,340000,1,0
2980,3,0,0,2462,5837,41000,120,0,472000,1,0
2981,5,1,0,4878,1540,81000,60,1,485000,1,1
2982,0,0,0,8667,8071,78000,180,1,95000,2,1
2983,2,1,0,17575,445,50000,120,0,49000,0,0
2984,3,1,1,5379,11466,118000,60,0,488000,1,0
2985,2,0,1,215,5890,118000,60,0,94000,1,1
2986,5,1,0,1333,5190,128000,180,1,141000,1,1
2987,0,0,0,718,12402,108000,120,1,413000,2,1
2988,1,1,1,3676,14158,53000,120,0,271000,2,1
2989,4,0,0,13249,12927,85000,180,0,394000,1,0
2990,1,1,0,11984,17224,29000,60,1,490000,1,1
2991,3,0,1,5614,6721,21000,240,1,217000,2,1
2992,3,0,0,16283,12134,61000,120,1,23000,2,1
2993,2,0,1,13468,11438,131000,180,1,185000,0,1
2994,4,0,1,1566,11156,143000,240,0,91000,1,0
2995,2,1,1,5254,1801,83000,180,0,136000,0,1
2996,1,1,0,7508,9874,105000,240,1,399000,1,1
2997,1,1,1,10458,3386,145000,180,1,171000,1,1
2998,3,1,1,18646,16899,107000,240,0,265000,2,1
2999,3,0,0,9564,2558,115000,240,0,263000,2,0
3000,3,1,0,9888,16359,41000,60,0,357000,1,0
3001,0,0,0,912,11360,54000,180,0,376000,1,0
3002,3,0,1,916,19398,98000,240,1,197000,0,0
3003,1,0,0,19767,1960,41000,120,0,428000,0,0
3004,0,1,1,13278,5933,18000,180,1,241000,1,1
3005,4,1,0,1880,4818,29000,180,0,18000,1,0
3006,4,0,0,4183,2270,11000,240,1,14000,2,1
3007,5,1,0,14531,4738,15000,120,1,420000,1,1
3008,2,0,0,10349,6434,99000,120,1,480000,1,1
3009,2,0,1,4274,12342,139000,120,1,122000,1,1
3010,3,0,1,12066,11938,147000,240,0,47000,0,0
3011,3,1,0,7440,18812,127000,240,0,301000,0,0
3012,3,1,1,10036,2710,27000,60,1,206000,1,1
3013,4,1,0,19390,6693,118000,180,0,424000,0,0
3014,3,1,1,7644,12861,5000,120,1,326000,0,1
3015,0,0,0,11955,1658,122000,120,1,213000,1,1
3016,1,0,0,6138,4013,125000,180,1,341000,1,1
3017,2,1,1,9988,12493,144000,180,1,26000,1,1
3018,4,1,1,4113,5389,128000,60,1,269000,2,1
3019,1,1,0,5380,3762,34000,60,0,184000,2,1
3020,5,1,0,2350,10177,97000,60,0,404000,2,0
3021,1,1,1,10540,1615,47000,60,1,377000,0,1
3022,2,1,0,4622,1957,122000,240,1,337000,2,1
3023,2,1,0,2014,6577,86000,120,1,134000,2,1
3024,3,1,1,3520,1661,119000,120,0,61000,0,0
3025,2,0,0,18822,5217,17000,120,0,275000,0,0
3026,4,0,1,8361,7595,83000,60,1,478000,0,0
3027,1,0,1,7010,6935,67000,240,0,99000,0,0
3028,3,1,1,12710,1155,23000,120,1,355000,0,1
3029,2,1,1,6500,717,7000,240,1,78000,2,1
3030,4,0,0,11350,2619,96000,120,1,141000,2,1
3031,3,0,1,17716,14262,50000,240,1,161000,2,1
3032,3,0,0,1273,1190,105000,240,0,449000,2,0
3033,2,1,1,18907,12464,49000,240,1,128000,2,1
3034,5,0,0,7955,1955,48000,120,1,214000,2,1
3035,2,1,1,4029,12120,36000,180,1,369000,0,1
3036,0,0,0,9013,19025,98000,180,1,241000,1,1
3037,3,1,0,11685,11996,62000,60,0,153000,0,0
3038,3,1,0,19869,15397,148000,120,0,498000,0,0
3039,2,0,0,10695,18070,110000,240,0,162000,0,0
3040,5,0,0,5852,10750,90000,120,1,374000,1,0
3041,1,1,1,8130,5207,134000,120,0,156000,1,1
3042,1,1,1,7513,4056,41000,240,1,498000,1,1
3043,4,0,0,18180,4481,124000,240,1,141000,0,0
3044,1,0,0,3571,19904,88000,180,0,42000,2,1
3045,3,0,0,11250,6330,95000,120,0,398000,2,0
3046,0,1,0,5516,8807,103000,60,1,390000,0,1
3047,2,1,0,840,1053,64000,240,0,184000,2,1
3048,1,0,0,4420,1466,103000,240,1,120000,2,1
3049,5,1,1,18237,3922,138000,120,0,157000,0,0
3050,5,0,1,7843,14928,112000,180,0,239000,0,0
3051,1,1,0,10442,3809,60000,240,1,251000,2,1
3052,2,0,1,7834,11429,134000,180,1,163000,0,1
3053,4,0,0,6251,5187,106000,180,1,226000,2,1
3054,5,1,0,7628,8743,92000,180,0,390000,2,0
3055,2,0,1,13159,281,41000,120,1,122000,1,1
3056,2,1,0,9,6222,44000,60,1,493000,0,1
3057,4,0,0,620,768,32000,240,1,436000,2,1
3058,4,1,0,4954,8752,3000,240,1,179000,1,1
3059,2,0,0,16190,6692,120000,240,0,317000,0,0
3060,1,0,1,3715,7701,7000,60,1,197000,1,1
3061,1,1,1,4978,1107,16000,240,1,379000,2,1
3062,1,0,0,4261,2792,10000,60,0,446000,0,0
3063,2,0,1,16341,17942,111000,180,1,437000,2,1
3064,0,0,1,15619,9071,20000,60,1,334000,2,1
3065,4,0,0,8722,11132,68000,240,0,19000,1,0
3066,2,0,0,19240,573,98000,120,1,173000,1,1
3067,5,1,0,2067,5302,119000,240,1,374000,0,0
3068,1,1,1,9830,16997,95000,60,1,354000,1,1
3069,5,0,0,7047,10954,13000,240,0,174000,0,0
3070,2,1,1,12897,16881,68000,240,0,292000,1,1
3071,1,0,1,6852,5665,116000,120,0,404000,1,1
